[03:16:32] [main/INFO]: ModLauncher running: args [--username, Farathil, --version, forge-43.2.14, --gameDir, C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack, --assetsDir, C:\Users\Owner\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 9e5332c4e06f4c85ac9213e09fe24211, --accessToken, ????????, --clientId, ZDEzMzk1ZTAtYWZhZi00NjhkLThjM2MtNjViMzVhNWMyZjE1, --xuid, 2533274940621723, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.14, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[03:16:32] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[03:20:00] [Render thread/INFO]: Finished additional setup in 87 ms
[03:20:01] [Server thread/INFO]: Starting integrated minecraft server version 1.19.2
[03:20:01] [Server thread/INFO]: Generating keypair
[03:20:01] [Server thread/INFO]: Loading server config for easyanvils
[03:20:01] [Server thread/INFO]: Loaded More Immersive Wires config file more_immersive_wires-server.toml
[03:20:02] [Server thread/INFO]: Loading server config for tradingpost
[03:20:02] [Server thread/INFO]: Config lab furnace speed:130.0%, efficiency:100.0%, boost: 24rf/t.
[03:20:02] [Server thread/INFO]: Config lab furnace accepted heaters: immersiveengineering:furnace_heater.
[03:20:03] [Server thread/INFO]: Starting background profiler...
[03:20:03] [Server thread/INFO]: The async-profiler engine is not supported for your os/arch (windows10/amd64), so the built-in Java engine will be used instead.
[03:20:03] [Server thread/INFO]: Initializing Open Parties and Claims for the server...
[03:20:03] [Server thread/INFO]: Loading server info!
[03:20:03] [Server thread/INFO]: Loading player configs...
[03:20:03] [Server thread/INFO]: Loaded player configs!
[03:20:03] [Server thread/INFO]: Loading parties...
[03:20:03] [Server thread/INFO]: Loaded parties!
[03:20:03] [Server thread/INFO]: Fixing party inconsistencies...
[03:20:03] [Server thread/INFO]: Registered party system for OPAC: default
[03:20:03] [Server thread/INFO]: Registered permission system for OPAC: permission_api
[03:20:03] [Server thread/INFO]: Added to minecraft:village/plains/houses structure pool
[03:20:03] [Server thread/INFO]: Added to minecraft:village/desert/houses structure pool
[03:20:03] [Server thread/INFO]: Added to minecraft:village/savanna/houses structure pool
[03:20:03] [Server thread/INFO]: Added to minecraft:village/snowy/houses structure pool
[03:20:03] [Server thread/INFO]: Added to minecraft:village/taiga/houses structure pool
[03:20:03] [Server thread/INFO]: Loading server configs...
[03:20:03] [Server thread/ERROR]: MVS Error: Found repurposed_structures:villages/mountains/houses entry has a condition that does not exist. Extra info: repurposed_structures:villages/mountains/terminators
[03:20:04] [Server thread/ERROR]: MVS Error: Found repurposed_structures:villages/oak/houses entry has a condition that does not exist. Extra info: repurposed_structures:villages/oak/terminators
[03:20:04] [Server thread/ERROR]: MVS Error: Found repurposed_structures:villages/mushroom/houses entry has a condition that does not exist. Extra info: repurposed_structures:villages/mushroom/terminators
[03:20:04] [Server thread/ERROR]: MVS Error: Found repurposed_structures:villages/badlands/houses entry has a condition that does not exist. Extra info: repurposed_structures:villages/badlands/terminators
[03:20:04] [Server thread/ERROR]: MVS Error: Found repurposed_structures:villages/swamp/houses entry has a condition that does not exist. Extra info: repurposed_structures:villages/swamp/terminators
[03:20:04] [Server thread/ERROR]: MVS Error: Found repurposed_structures:villages/giant_taiga/houses entry has a condition that does not exist. Extra info: repurposed_structures:villages/giant_taiga/terminators
[03:20:04] [Server thread/ERROR]: MVS Error: Found repurposed_structures:villages/birch/houses entry has a condition that does not exist. Extra info: repurposed_structures:villages/birch/terminators
[03:20:04] [Server thread/ERROR]: MVS Error: Found repurposed_structures:villages/jungle/houses entry has a condition that does not exist. Extra info: repurposed_structures:villages/jungle/terminators
[03:20:04] [Server thread/ERROR]: MVS Error: Found repurposed_structures:villages/dark_forest/houses entry has a condition that does not exist. Extra info: repurposed_structures:villages/dark_forest/terminators
[03:20:04] [Server thread/INFO]: start local service of 'Ore generation testing (2)'
[03:20:05] [Server thread/INFO]: Initialized TerraBlender biomes for level stem minecraft:overworld
[03:20:05] [Server thread/INFO]: Initialized TerraBlender biomes for level stem minecraft:the_nether
[03:20:06] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[03:20:06] [Render thread/INFO]: Preparing spawn area: 0%
[03:20:08] [Render thread/INFO]: Preparing spawn area: 0%
[03:20:08] [Render thread/INFO]: Preparing spawn area: 0%
[03:20:08] [Render thread/INFO]: Preparing spawn area: 0%
[03:20:08] [Render thread/INFO]: Preparing spawn area: 45%
[03:20:09] [Server thread/INFO]: Successfully initialized permission handler forge:default_handler
[03:20:09] [Server thread/INFO]: Loading claims...
[03:20:09] [Server thread/INFO]: Loaded claims in 0ms
[03:20:09] [Server thread/WARN]: The configured permission system "ftb_ranks" isn't registered!
[03:20:09] [Server thread/INFO]: Configured OPAC to use the following permission system: permission_api
[03:20:09] [Server thread/WARN]: The configured primary party system "ftb_teams" isn't registered!
[03:20:09] [Server thread/INFO]: Configured OPAC to use the following party system as primary: default
[03:20:09] [Server thread/INFO]: HELLO from server starting
[03:20:09] [Render thread/INFO]: Time elapsed: 2536 ms
[03:20:09] [Server thread/INFO]: HELLO from server starting
[03:20:09] [Server thread/INFO]: [WTHIT] Plugin config reloaded
[03:20:09] [Server thread/INFO]: Thanks for choosing Structory!
[03:20:09] [Server thread/INFO]: Thanks for choosing Nullscape!
[03:20:09] [Server thread/INFO]: HELLO from server starting
[03:20:09] [Server thread/INFO]: Encoded Weapon Attribute registry size (with package overhead): 208403 bytes (in 21 string chunks with the size of 10000)
[03:20:09] [Server thread/INFO]: Finished discovering saplings 90
[03:20:09] [Server thread/INFO]: Finished discovering Ores 57 48
[03:20:09] [Server thread/INFO]: Finished discovering plantables 19
[03:20:09] [Server thread/INFO]: Finished discovering food 283 329
[03:20:09] [Server thread/INFO]: Finished discovering fuel 11808
[03:20:09] [Server thread/INFO]: Finished discovering compostables 746
[03:20:09] [Server thread/INFO]: Finished discovering lucky oreBlocks 175
[03:20:09] [Server thread/INFO]: Finished discovering recruitment costs
[03:20:09] [Server thread/INFO]: Finished discovering diseases
[03:20:09] [Server thread/ERROR]: Template minecolonies:lumberjack/strip_logs with regions_unexplored:silver_birch_log_base: rejecting, no outputs
[03:20:09] [Server thread/ERROR]: Template minecolonies:lumberjack/strip_logs with botania:glimmering_livingwood_log: rejecting, no outputs
[03:20:09] [Server thread/ERROR]: Template minecolonies:lumberjack/strip_logs with botania:glimmering_dreamwood_log: rejecting, no outputs
[03:20:09] [Server thread/ERROR]: Template minecolonies:lumberjack/strip_logs with integrateddynamics:menril_log_filled: rejecting, no outputs
[03:20:09] [Server thread/ERROR]: Template minecolonies:lumberjack/strip_logs with regions_unexplored:bamboo_log_leaves: rejecting, no outputs
[03:20:09] [Server thread/ERROR]: Template minecolonies:lumberjack/strip_logs with regions_unexplored:pine_log_transition: rejecting, no outputs
[03:20:09] [Server thread/ERROR]: Template minecolonies:lumberjack/strip_logs with regions_unexplored:alpha_log: rejecting, no outputs
[03:20:09] [Server thread/ERROR]: Template minecolonies:lumberjack/strip_logs with regions_unexplored:sculkwood_log: rejecting, no outputs
[03:20:09] [Server thread/ERROR]: Template minecolonies:lumberjack/strip_logs with regions_unexplored:sculkwood_log_dark: rejecting, no outputs
[03:20:09] [Server thread/ERROR]: Template minecolonies:lumberjack/strip_logs with regions_unexplored:sculkwood_log_transition: rejecting, no outputs
[03:20:09] [Server thread/WARN]: defineId called for: class net.minecraft.world.entity.TamableAnimal from interface com.hollingsworth.arsnouveau.common.entity.IFollowingSummon
[03:20:10] [Server thread/INFO]: Sending reload packet to clients
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 free_runners_armored, missing knowledge for {1 free_runners=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 wither_chestplate, missing knowledge for {1 bone_chestplate=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 warrior_helmet, missing knowledge for {1 leather_helmet=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 divine_chestplate, missing knowledge for {1 robe_chestplate=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 warrior_chestplate, missing knowledge for {1 leather_chestplate=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 steel_paxel, missing knowledge for {1 steel_pickaxe=1.0, 1 steel_shovel=1.0, 1 steel_axe=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 wither_boots, missing knowledge for {1 bone_boots=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 divine_boots, missing knowledge for {1 robe_boots=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 wither_helmet, missing knowledge for {1 bone_helmet=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 warrior_leggings, missing knowledge for {1 leather_leggings=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 divine_helmet, missing knowledge for {1 robe_helmet=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 wither_leggings, missing knowledge for {1 bone_leggings=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 righteous_relic, missing knowledge for {1 dormant_relic=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 warrior_boots, missing knowledge for {1 leather_boots=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 divine_leggings, missing knowledge for {1 robe_leggings=1.0}
[03:20:10] [Server thread/INFO]: Finished recipe profiler for Arc Recycling, took 95 milliseconds
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 divine_helmet, missing knowledge for {1 robe_helmet=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 wither_helmet, missing knowledge for {1 bone_helmet=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 warrior_helmet, missing knowledge for {1 leather_helmet=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 warrior_chestplate, missing knowledge for {1 leather_chestplate=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 wither_chestplate, missing knowledge for {1 bone_chestplate=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 righteous_relic, missing knowledge for {1 dormant_relic=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 divine_leggings, missing knowledge for {1 robe_leggings=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 wither_leggings, missing knowledge for {1 bone_leggings=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 free_runners_armored, missing knowledge for {1 free_runners=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 warrior_boots, missing knowledge for {1 leather_boots=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 wither_boots, missing knowledge for {1 bone_boots=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 divine_boots, missing knowledge for {1 robe_boots=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 steel_paxel, missing knowledge for {1 steel_shovel=1.0, 1 steel_axe=1.0, 1 steel_pickaxe=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 divine_chestplate, missing knowledge for {1 robe_chestplate=1.0}
[03:20:10] [Server thread/INFO]: Couldn't fully analyze 1 warrior_leggings, missing knowledge for {1 leather_leggings=1.0}
[03:20:10] [Server thread/INFO]: Finished recipe profiler for Arc Recycling, took 99 milliseconds
[03:20:11] [Server thread/INFO]: Changing view distance to 16, from 10
[03:20:11] [Server thread/INFO]: Changing simulation distance to 12, from 0
[03:20:11] [Render thread/WARN]: Unable to parse the boolean system property 'java.net.preferIPv6Addresses':system - using the default value: false
[03:20:18] [Netty Local Client IO #0/INFO]: Connected to a modded server.
[03:20:18] [Netty Local Client IO #0/INFO]: Canceling Microsoft telemetry
[03:20:18] [Server thread/INFO]: Using new advancement loading for net.minecraft.server.PlayerAdvancements@10c34003
[03:20:18] [Server thread/INFO]: Farathil[local:E:43e0e143] logged in with entity id 239 at (-1343.9454187772749, 98.0, -1717.573502841468)
[03:20:18] [Render thread/INFO]: New world map session initialized!
[03:20:18] [Render thread/INFO]: New minimap session initialized!
[03:20:18] [Server thread/INFO]: Farathil joined the game
[03:20:18] [Render thread/INFO]: Started 10 worker threads
[03:20:18] [Server thread/INFO]: Updating all forceload tickets for 9e5332c4-e06f-4c85-ac92-13e09fe24211
[03:20:18] [Server thread/INFO]: New Server UUID e6cd5794-793a-4233-af92-a8cc2ca5a692
[03:20:18] [Netty Local Client IO #0/INFO]: Decoded Weapon Attribute registry in 21 string chunks
[03:20:18] [Server thread/INFO]: Sending data to client: Farathil
[03:20:18] [Render thread/INFO]: Started 6 worker threads
[03:20:18] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.client.event.ClientPlayerNetworkEvent$LoggingIn
[03:20:18] [Render thread/INFO]: JEI StartEventObserver transitioning state from DISABLED to ENABLED
[03:20:18] [Render thread/INFO]: [System] [CHAT] wwoo_forge.config.text.newUpdateBig
[03:20:18] [Render thread/INFO]: Synced Flute Songs
[03:20:18] [Render thread/INFO]: Synced Captured Mobs settings
[03:20:18] [Render thread/INFO]: Synced Globe data
[03:20:18] [Render thread/INFO]: Synced Hourglass data
[03:20:19] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.client.event.RecipesUpdatedEvent
[03:20:19] [Render thread/INFO]: Loading infobook /data/cyclopscore/info/test.xml
[03:20:19] [Render thread/INFO]: Loading infobook /data/integrateddynamics/info/on_the_dynamics_of_integration.xml
[03:20:20] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.event.TagsUpdatedEvent
[03:20:20] [Render thread/INFO]: JEI StartEventObserver transitioning state from ENABLED to JEI_STARTED
[03:20:20] [Render thread/INFO]: Starting JEI...
[03:20:20] [Render thread/INFO]: Registering item subtypes: jei:minecraft ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: jei:minecraft took 7.725 ms
[03:20:20] [Render thread/INFO]: Registering item subtypes: integratedterminalscompat:main ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: integratedterminalscompat:main took 4.400 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: modernfix:capturer ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: modernfix:capturer took 3.300 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:village_module ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:village_module took 3.700 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:spawner ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:spawner took 3.000 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:potion ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:potion took 1.105 ms
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:garden ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:garden took 3.800 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:enchantment ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:enchantment took 2.400 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:adventure_module ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: apotheosis:adventure_module took 627.7 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: minecraft:jeresources ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: minecraft:jeresources took 3.400 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: corpse:corpse ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: corpse:corpse took 3.400 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: botania:main ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: botania:main took 1.868 ms
[03:20:20] [Render thread/INFO]: Registering item subtypes: fairylights:plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: fairylights:plugin took 1.771 ms
[03:20:20] [Render thread/INFO]: Registering item subtypes: curios:curios ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: curios:curios took 5.800 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: framedblocks:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: framedblocks:jei_plugin took 2.800 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: runecraft:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: runecraft:jei_plugin took 2.600 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: sliceanddice:jei ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: sliceanddice:jei took 2.700 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: rechiseled:chiseling_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: rechiseled:chiseling_plugin took 2.800 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: visualworkbench:crafting ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: visualworkbench:crafting took 3.700 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: potionbundles:potionbundles ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: potionbundles:potionbundles took 330.4 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: cofh_core:default ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: cofh_core:default took 3.500 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: thermal:core ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: thermal:core took 3.200 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: minecraft:domum_ornamentum ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: minecraft:domum_ornamentum took 570.0 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: brewinandchewin:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: brewinandchewin:jei_plugin took 4.500 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: farmersrespite:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: farmersrespite:jei_plugin took 2.900 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: integrateddynamicscompat:main ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: integrateddynamicscompat:main took 3.700 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: justenoughprofessions:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: justenoughprofessions:jei_plugin took 3.200 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: almostunified:jei ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: almostunified:jei took 3.200 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: jei:gui ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: jei:gui took 3.300 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: jei:debug ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: jei:debug took 3.100 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: jei:forge_gui ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: jei:forge_gui took 3.300 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: mekanism:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: mekanism:jei_plugin took 5.327 ms
[03:20:20] [Render thread/INFO]: Registering item subtypes: aquaculture:jei_support ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: aquaculture:jei_support took 4.700 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: hexerei:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: hexerei:jei_plugin took 3.900 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: sophisticatedcore:default ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: sophisticatedcore:default took 3.500 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: sophisticatedbackpacks:default ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: sophisticatedbackpacks:default took 630.4 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: jeed:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: jeed:jei_plugin took 3.700 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: mekanismgenerators:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: mekanismgenerators:jei_plugin took 302.3 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: farmersdelight:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: farmersdelight:jei_plugin took 3.500 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: waila:jei ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: waila:jei took 2.900 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: cataclysm:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: cataclysm:jei_plugin took 3.200 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: patchouli:patchouli ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: patchouli:patchouli took 459.8 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: ars_nouveau:main ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: ars_nouveau:main took 3.000 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: ars_nouveau:extra ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: ars_nouveau:extra took 3.700 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: thermal:expansion ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: thermal:expansion took 2.600 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: mekanismtools:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: mekanismtools:jei_plugin took 6.100 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: computercraft:jei ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: computercraft:jei took 46.20 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: kubejs:jei ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: kubejs:jei took 266.7 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: rootsclassic:main ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: rootsclassic:main took 4.100 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: trashslot:trashslot ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: trashslot:trashslot took 3.500 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: create:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: create:jei_plugin took 3.500 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: create_mechanical_extruder:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: create_mechanical_extruder:jei_plugin took 3.200 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: waystones:jei ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: waystones:jei took 3.200 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: artifacts:main ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: artifacts:main took 2.900 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: decorative_blocks:main ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: decorative_blocks:main took 3.300 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: environmental:environmental ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: environmental:environmental took 519.4 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: clayworks:clayworks ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: clayworks:clayworks took 3.900 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: woodworks:woodworks ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: woodworks:woodworks took 2.500 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: jeimultiblocks:plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: jeimultiblocks:plugin took 3.900 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: immersiveengineering:main ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: immersiveengineering:main took 2.243 ms
[03:20:20] [Render thread/INFO]: Registering item subtypes: nethersdelight:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: nethersdelight:jei_plugin took 4.100 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: quark:quark ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: quark:quark took 1.142 ms
[03:20:20] [Render thread/INFO]: Registering item subtypes: supplementaries:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: supplementaries:jei_plugin took 1.252 ms
[03:20:20] [Render thread/INFO]: Registering item subtypes: armourers_workshop:gui-fix ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: armourers_workshop:gui-fix took 3.300 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: minecraft:minecolonies ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: minecraft:minecolonies took 4.100 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: create_enchantment_industry:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: create_enchantment_industry:jei_plugin took 2.200 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: createaddition:jei_plugin ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: createaddition:jei_plugin took 3.600 ?s
[03:20:20] [Render thread/INFO]: Registering item subtypes: jei:internal ...
[03:20:20] [Render thread/INFO]: Registering item subtypes: jei:internal took 2.200 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: jei:minecraft ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: jei:minecraft took 16.20 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: integratedterminalscompat:main ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: integratedterminalscompat:main took 3.800 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: modernfix:capturer ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: modernfix:capturer took 3.200 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:village_module ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:village_module took 2.700 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:spawner ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:spawner took 2.500 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:potion ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:potion took 2.500 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:garden ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:garden took 2.500 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:enchantment ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:enchantment took 2.300 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:adventure_module ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: apotheosis:adventure_module took 2.800 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: minecraft:jeresources ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: minecraft:jeresources took 2.600 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: corpse:corpse ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: corpse:corpse took 2.500 ?s
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: botania:main ...
[03:20:20] [Render thread/INFO]: Registering fluid subtypes: botania:main took 2.500 ?s
